Business Id,Business Name,Address,Alcohol,Dancing,Noise Level,Stars
WETE_LykpcnrC1sFcQ5EGg,Pubs And Bars,215 E Main St Carnegie Carnegie PA 15106,1,0,"average",3.5,
1qCuOcks5HRv67OHovAVpg,Pubs And Bars,122 W 8th Ave Homestead Homestead PA 15120,1,0,"loud",3.5,
YRDKsBFYP7G0E8BLJKIkvA,Pubs And Bars,403 E Ohio St North Side Pittsburgh PA 15212,1,0,"average",4.0,
IxQ1ATP_Wg_QujO9nywzcQ,Pubs And Bars,537 Suismon St North Side Pittsburgh PA 15212,1,0,"average",4.0,
2X5G4Ujq0s4Wfn4TC7gX0g,Pubs And Bars,1118 S Braddock Ave Pittsburgh PA 15218,1,0,"loud",4.5,
6xEl2PDJulIp1PfWqa7-aA,Pubs And Bars,2329 Penn Ave Strip District Pittsburgh PA 15222,1,0,"average",3.5,
3zgswf_NfBJpeAoWeTkgMA,Pubs And Bars,5135 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,"average",4.0,
3obPG5F_6rbAu86CuiNW4g,Pubs And Bars,1500 Washington Rd Pittsburgh PA 15228,1,0,"quiet",2.0,
mugOAOmylJu5p85Jz_zqOQ,Pubs And Bars,4 Bower Hill Rd Pittsburgh PA 15228,1,0,"quiet",4.5,
ePP0Eqz8JKSbtdt2phiB4A,Pubs And Bars,401 W 9th St Fourth Ward Charlotte NC 28202,1,0,"average",4.0,
WuCcv_Dyd_1B_1-4jwK7sQ,Pubs And Bars,208 N Tryon St First Ward Charlotte NC 28202,1,0,"average",3.5,
ym9QwkmB5ZKTyj7q5huTDw,Pubs And Bars,401 N Tryon St Ste 100 Fourth Ward Charlotte NC 28202,1,0,"average",3.5,
EwuvZCcVHkICgTbqCEjikA,Pubs And Bars,601 S Cedar St Uptown Charlotte NC 28202,1,1,"average",3.0,
t5l-H2KdY4MQgLDMENz9WQ,Pubs And Bars,214 N Church St Fourth Ward Charlotte NC 28202,1,0,"average",3.5,
jmzPbvE_02SzTAjwZCTgYA,Pubs And Bars,115 E 5th St First Ward Charlotte NC 28202,1,0,"loud",3.5,
F-e-sWfVd3eCYll3BP1QFA,Pubs And Bars,9605 N Tryon St Ste A University City Charlotte NC 28262,1,0,"loud",4.0,
HTplzElel_F_U_qhWuDKdg,Pubs And Bars,301 North St Eken Park Madison WI 53704,1,0,"average",3.5,
MVH3JOKpQvMTP4jxwBUhkA,Pubs And Bars,604 E Green St Champaign IL 61820,1,0,"loud",4.0,
6X7vAFv-Xj1TPcrJK7H2Eg,Pubs And Bars,105 N Market St Champaign IL 61820,1,0,"loud",4.0,
IUhO58Il7gUEjl1RMEncHA,Pubs And Bars,308 N Randolph St Champaign IL 61820,1,0,"average",4.0,
mJxu0USvbwSHcGsmwWh22A,Pubs And Bars,6 E Taylor St Champaign IL 61820,1,1,"very_loud",3.0,
3xEB9FyFXolq1b_Qn_BFtg,Pubs And Bars,4240 N Central Ave Phoenix AZ 85012,1,0,"average",3.5,
VC0VbRhQqvXpolK3pFuZPw,Pubs And Bars,537 E Camelback Rd Phoenix AZ 85012,1,0,"average",3.5,
3UMcsN9IjoeV8JZvC4apag,Pubs And Bars,322 E Camelback Rd Phoenix AZ 85012,1,0,"average",3.5,
_GS1R0LTwr6h8rMWY_8U9Q,Pubs And Bars,5555 N 7th St Ste 100 Phoenix AZ 85014,1,0,null,3.5,
s8KRwTTrQDSKrS3hOjwYLw,Pubs And Bars,6022 N 16th St Phoenix AZ 85016,1,0,"loud",4.0,
Pfb6VOIiroqDWOebfgWGPQ,Pubs And Bars,5816 N 16th St Phoenix AZ 85016,1,0,"average",4.0,
4f1b_-ceB9S3olRqGujh6w,Pubs And Bars,3215 E Thomas Rd Phoenix AZ 85018,1,0,null,4.0,
vFJmFFfPVhHkC3bWOeZnNA,Pubs And Bars,2848 E Bell Rd Phoenix AZ 85032,1,0,"loud",4.0,
0Apb1P7RzbQEkeJDuywlPQ,Pubs And Bars,4230 S 48th St Phoenix AZ 85040,1,0,null,2.0,
g4y3_YqR4jmfCP9K0TzxrQ,Pubs And Bars,3130 E Union Hills Dr Phoenix AZ 85050,1,0,"average",3.5,
g8ewG8o0ubTUTAUDj7UZLQ,Pubs And Bars,2815 S Alma School Rd Ste 101 Mesa AZ 85210,1,0,"loud",4.0,
LzNJLEIo4gh-X_rmDkNkNg,Pubs And Bars,15745 N Hayden Rd Ste D5-7 Scottsdale AZ 85260,1,0,"loud",4.0,
Btmq4WdwevpVWTPjhzf1YQ,Pubs And Bars,151 E Williams Field Rd Ste 112 Gilbert AZ 85296,1,0,"very_loud",3.5,
jIqbggyfbv37DgMk0_780A,Pubs And Bars,5915 W Bell Rd Glendale AZ 85308,1,0,"average",3.5,
muqFM9Hoamh_fGL4MPeZqg,Pubs And Bars,9470 Eastern Ave Southeast Las Vegas NV 89123,1,0,null,3.5,
IALHPP1RDtpXV9KnUM0EQQ,Pubs And Bars,4604 W Sahara Ave Suite #10 Westside Las Vegas NV 89102,1,0,"average",3.5,
ATPpSwo9LO03wcBUAVhrjQ,Pubs And Bars,Palace Station Hotel & Casino 2416 W Sahara Ave Las Vegas NV 89102,1,1,"average",2.5,
xNyTjXh2FRuT4Z8Ncj9WhA,Pubs And Bars,2280 S Nellis Blvd Sunrise Las Vegas NV 89104,1,0,"quiet",1.5,
1KG98tlQ_SXTrgE_QehYwA,Pubs And Bars,3328 E Charleston Blvd Downtown Las Vegas NV 89104,1,1,null,4.5,
a9Z5KKEDaC4Y4MHiRZhzzA,Pubs And Bars,5355 S Decatur Blvd Las Vegas NV 89118,1,0,"average",3.5,
NNSDXtjgNUNAgQH99R0yWw,Pubs And Bars,3470 E Sunset Rd Southeast Las Vegas NV 89120,1,0,"loud",3.0,
cEd4dJWJnfXFFEvDnDspyg,Pubs And Bars,6471 Boulder Hwy Southeast Las Vegas NV 89122,1,0,"average",3.5,
56Ulj9IFRp5Pz8ufJSHXBg,Pubs And Bars,8584 W Lake Mead Blvd Summerlin Las Vegas NV 89128,1,0,"average",3.5,
tGx7BSyqWDeppMvt2aQw_A,Pubs And Bars,1750 N Buffalo Dr Ste 115 Summerlin Las Vegas NV 89128,1,0,"average",3.5,
ibUy5WjSFnrFyWZKgzk6xQ,Pubs And Bars,5021 N Rainbow Blvd Northwest Las Vegas NV 89130,1,0,"loud",3.0,
i285zrPHVijXvLrlEKjVsA,Pubs And Bars,6138 W Charleston Blvd Westside Las Vegas NV 89146,1,0,null,4.0,
X4G7Zr-7fOr1bBP4iiONuw,Pubs And Bars,5790 S Fort Apache Rd Spring Valley Las Vegas NV 89148,1,0,"average",3.0,
nV79jhp3QzgSwV49bRTxiA,Pubs And Bars,6055 E Lake Mead Blvd Sunrise Las Vegas NV 89156,1,0,null,3.5,
Oi8IOoJOEX9JZYK65fUrrA,Pubs And Bars,4207 Butler St Lawrenceville Pittsburgh PA 15201,1,0,"average",3.5,
OWiX_AZ7hTRwTpA8kQL6Jw,Pubs And Bars,40 S 22nd St South Side Pittsburgh PA 15203,1,0,"average",4.0,
sF8rL9XOz4v48YdTucaBGQ,Pubs And Bars,1828 E Carson St South Side Pittsburgh PA 15203,1,0,"average",4.5,
_WaHLgLzALd2iThQAhC-sQ,Pubs And Bars,123 Shiloh St Mt. Washington Pittsburgh PA 15211,1,0,"average",3.5,
Zww-ckcRf0fvu_yKGFZvPw,Pubs And Bars,116 Oakland Ave Oakland Pittsburgh PA 15213,1,1,"very_loud",3.0,
1Kuuu75LVwr5-1OQ3Zv71w,Pubs And Bars,5802 Forbes Ave Squirrel Hill Pittsburgh PA 15217,1,0,"loud",3.5,
Klog5rsTfJEf41Kqva3FsA,Pubs And Bars,607 S Braddock Ave Regent Square Pittsburgh PA 15221,1,0,"average",3.0,
yGWjaYeSJ9O_LGlQwu3QCQ,Pubs And Bars,8111 Concord Blvd Concord Mills NC 28027,1,0,null,3.5,
-I-UTl6NN6FJOJCcyei0wA,Pubs And Bars,1600 Matthews Mint Hill Rd Ste A Matthews NC 28105,1,0,"average",3.0,
j2vhZd0f9cwVL6AbQPNEng,Pubs And Bars,107 N Trade St Matthews NC 28105,1,0,null,4.5,
gV9IOJ2YFSfTvg_IRjyHAg,Pubs And Bars,1315 East Blvd Ste 130 Dilworth Charlotte NC 28203,1,0,"average",3.0,
GcgXMZHVpUBjZF4bmSAtZg,Pubs And Bars,300 E Tremont Ave South End Charlotte NC 28203,1,0,"quiet",4.5,
RrN4MxdYvn274w_TCBTTWQ,Pubs And Bars,1933 South Blvd South End Charlotte NC 28203,1,0,"average",3.5,
vtMNpuMuQW1A7v93duCPSg,Pubs And Bars,1411 S Tryon St South End Charlotte NC 28203,1,0,"very_loud",3.5,
MGDuAYuyDJd-J-sv0wNoSQ,Pubs And Bars,1228 Thomas Ave Plaza Midwood Charlotte NC 28205,1,0,"loud",4.0,
kLeXxdySJ0Arrs3NWK2itA,Pubs And Bars,1513 Pierson Dr Eastland Charlotte NC 28205,1,0,"average",4.0,
t3biB9BlC201XRUNjG28rw,Pubs And Bars,2801 Selwyn Ave Myers Park Charlotte NC 28209,1,0,"loud",3.5,
vwEmnhJjcD8Zgp8K_8pJRA,Pubs And Bars,4151A Park Rd Charlotte NC 28209,1,0,"average",3.5,
JncdQGHMo52NhrA8FP6cHQ,Pubs And Bars,9242 Albemarle Rd Eastland Charlotte NC 28227,1,0,"average",3.5,
GQW0uzms1jN-L_gBG6zi4g,Pubs And Bars,608A W Verona Ave Verona WI 53593,1,0,"average",3.5,
3WYYCZq4spbRviIFN7dkJw,Pubs And Bars,117 W Main St Capitol Madison WI 53703,1,0,"average",4.0,
c1cGCn1syl9_c6XKEu4Mhg,Pubs And Bars,317 State St Capitol Madison WI 53703,1,0,"average",3.5,
_NW61hsQvk7u2E_xWiWyMQ,Pubs And Bars,627 W Main St Capitol Madison WI 53703,1,0,null,4.0,
RC_6Br1TzdgWWDDIZMAI1A,Pubs And Bars,3005 Univ Av Madison WI 53705,1,0,"average",3.5,
OzB1Hv1A8Lz_V4hYZ7Duzw,Pubs And Bars,3801 Mineral Point Rd Westmorland Madison WI 53705,1,0,"average",4.0,
Ihd6mI4cfXzIwcMSXZnhnA,Pubs And Bars,1612 Seminole Hwy Madison WI 53711,1,0,"average",3.5,
oZaCeojhVeBMvcjk_bFDag,Pubs And Bars,4506 Verona Rd Madison WI 53711,0,0,null,4.0,
n6cm_UuOgYnrMSgcc9DDwQ,Pubs And Bars,5264 Verona Rd Fitchburg WI 53711,1,0,null,2.0,
0UL_ZuWauXthShF2mb9iKw,Pubs And Bars,323 W Beltline Hwy Madison WI 53713,1,0,"loud",3.5,
-gefwOTDqW9HWGDvWBPSMQ,Pubs And Bars,18 W Monroe St Phoenix AZ 85003,1,0,"average",3.5,
cqIHyZ3Q0D4vBi-vb4mi-g,Pubs And Bars,1502 Grand Ave Phoenix AZ 85007,1,1,"average",4.0,
x9XX-dcVZfpU_J5UWuWzeg,Pubs And Bars,2601 W Dunlap Ave Phoenix AZ 85021,1,0,"average",4.5,
dOUtKHQ8Q0eHFjKPmi07tw,Pubs And Bars,3414 W Union Hills Dr Ste 16 Phoenix AZ 85027,1,1,"average",3.0,
VF9wvcgVPDVa9LBDHPrXuw,Pubs And Bars,2855 W Cactus Rd Phoenix AZ 85029,1,0,"average",4.0,
3g2ofV7mhEoPyfF7vFMObA,Pubs And Bars,7318 E Stetson Dr Scottsdale AZ 85251,1,0,"quiet",3.0,
9r5YLKGTdQz_Q29cBifePQ,Pubs And Bars,1334 N Scottsdale Rd Scottsdale AZ 85257,1,0,"average",3.5,
JokKtdXU7zXHcr20Lrk29A,Pubs And Bars,1340 E 8th St Ste 104 Tempe AZ 85281,1,0,"loud",4.5,
L2J3JfjXZLnX1rLhWKthqA,Pubs And Bars,401 S Mill Ave Tempe AZ 85281,1,0,"average",3.5,
i8Kf3Mkp1Ln-6IyF_CEFdA,Pubs And Bars,1954 E University Dr Tempe AZ 85281,1,1,"very_loud",3.5,
2ceeU8e3nZjaPfGmLwh4kg,Pubs And Bars,850 S Ash Ave Tempe AZ 85281,1,0,"loud",4.0,
fvQJ9iwsdCZyWkKmrmP53Q,Pubs And Bars,5114 W Northern Ave Glendale AZ 85301,1,1,"average",3.5,
rhN7xg5XzvRKvdAXE9lBtA,Pubs And Bars,6750 W Olive Ave Ste 102 Peoria AZ 85345,1,0,"average",3.5,
JVmC54M6XBrjCBim71ELtw,Pubs And Bars,3290 West Ann Rd North Las Vegas NV 89031,1,0,"quiet",3.0,
Q5czYuV9hAMqj0UAHSxnTw,Pubs And Bars,4850 Camino Al Norte North Las Vegas NV 89031,1,1,"average",4.0,
d53YK5c0OczXpDCBijbJLg,Pubs And Bars,906 S 6th St Downtown Las Vegas NV 89101,0,0,null,2.5,
VRYTY0V7WZcP-yzv7bkllg,Pubs And Bars,4825 W Flamingo Ave Suite #3 Las Vegas NV 89103,1,0,"average",3.5,
wjPlA2DQm4VpmhrkyzRmMQ,Pubs And Bars,3460 S Hualapai Way South Summerlin Las Vegas NV 89117,1,0,null,3.0,
YK9JsdBPgMvVSIGMuplX6g,Pubs And Bars,8820 W Charleston Blvd Ste 105 Westside Las Vegas NV 89117,1,0,"average",3.5,
OaiGAZoW7TQyHfKJAgu5ZQ,Pubs And Bars,1661 E Sunset Rd Southeast Las Vegas NV 89119,1,0,"loud",3.0,
r70nuDpkR5-g1oShW2ANvA,Pubs And Bars,1350 E Tropicana Ave University Las Vegas NV 89119,1,0,"average",4.0,
GoKArNsn4O4RQi3M2Choog,Pubs And Bars,4800 S Maryland Pkwy University Las Vegas NV 89119,1,0,"average",4.0,
vPFiYlgyTpoqonN3rZkJhg,Pubs And Bars,4310 E Tropicana Ave Eastside Las Vegas NV 89121,1,0,null,3.0,
_Gen_esDfnsAR8ibdfVy4g,Pubs And Bars,4160 S Pecos Rd Eastside Las Vegas NV 89121,1,1,null,3.5,
5oaHZw1g-Rbiianma5zU5g,Pubs And Bars,582 E Silverado Ranch Blvd Southeast Las Vegas NV 89123,1,0,"average",3.5,
Nv3oky9GGH5KPiXjXIOSKw,Pubs And Bars,739 S Rainbow Blvd Westside Las Vegas NV 89145,1,0,"average",2.5,
ZVabFAYFVw3kDk2HyHNqhg,Pubs And Bars,8255 W Flamingo Rd Spring Valley Las Vegas NV 89147,1,0,"average",2.5,
b248eH4DPvnWHq3h_BqHVg,Pubs And Bars,3645 S Durango Dr Spring Valley Las Vegas NV 89147,1,0,"average",3.0,
vGm5HVOg8M-I7lzAFLzrcg,Pubs And Bars,3935 S Durango Dr Spring Valley Las Vegas NV 89147,1,0,"loud",2.5,
Z3qmQ6N4VEudR45exSHrTg,Pubs And Bars,1524 Williamson St Williamson - Marquette Madison WI 53703,1,0,"loud",4.0,
EH7sT3dV-B365RETWCQhIA,Pubs And Bars,317 N Frances St Capitol Madison WI 53703,1,0,"average",4.0,
RHZcJuvnYxiLOkoiE1aTcQ,Pubs And Bars,7 W Main St Capitol Madison WI 53703,1,0,"average",4.0,
hO91yFmQKGV5l0OHUyRmeg,Pubs And Bars,319 N Henry St Capitol Madison WI 53703,1,0,"loud",4.0,
eZT3KnWP7Zz93KH0EvWSlw,Pubs And Bars,New York-New York Las Vegas Hotel & Casino 3790 Las Vegas Blvd S The Strip Las Vegas NV 89109,1,1,"very_loud",3.5,
WhBxWYRj6rycigYqdXY9cA,Pubs And Bars,123 E Doty St Capitol Madison WI 53703,1,0,"average",4.0,
yc5AH9H71xJidA_J2mChLA,Pubs And Bars,906 E Camelback Rd Phoenix AZ 85014,1,0,"loud",3.5,
YQeMF7q6xJ61v_OvAMDSlg,Pubs And Bars,20 E General Robinson St North Side Pittsburgh PA 15222,1,0,"average",2.5,
KvZ-05xTCXzEx98ZHsZ_Dw,Pubs And Bars,120 N Walnut St Champaign IL 61820,1,0,"average",4.5,
FqzgT9Y-Yu7jiWdHnGW-kQ,Pubs And Bars,4041 N 40th St Phoenix AZ 85018,1,0,"average",4.0,
W7xb2iS4cYL14Yi5LOGSkA,Pubs And Bars,21 E 6th St Ste 146 Tempe AZ 85281,1,0,"average",3.0,
noLH_u4MJzfXYYHqcByjnA,Pubs And Bars,3841 E Thunderbird Rd Phoenix AZ 85073,1,0,"average",3.5,
o9nCXNC14VScabiy2bftgw,Pubs And Bars,7077 E. Bell Rd. Scottsdale AZ 85254,1,0,"loud",3.0,
WNy1uzcmm_UHmTyR--o5IA,Pubs And Bars,960 W University Dr Tempe AZ 85281,1,0,"average",4.5,
Vtx0VYkybAd71fzwgaoQ8g,Pubs And Bars,15688 N Pima Rd Ste C6 Scottsdale AZ 85260,1,0,"average",3.5,
CXtXYZRF5SWAIzcjAOM5jA,Pubs And Bars,1089 E Tropicana Ave University Las Vegas NV 89119,1,0,"average",3.0,
k-D2NUfaUbuQzPaMXniXcA,Pubs And Bars,Monte Carlo Hotel and Casino 3770 Las Vegas Blvd S The Strip Las Vegas NV 89109,1,0,"loud",3.0,
fZVZeZJkziJ7B1rIcmT3Iw,Pubs And Bars,6515 S Jones Blvd Spring Valley Las Vegas NV 89118,1,0,"loud",3.5,
VC24HxKvTi_2ZVWiC3j1MQ,Pubs And Bars,1518 Montford Dr South Park Charlotte NC 28209,1,0,"loud",3.0,
PeQ3gtLHAg9ov0YuM-m21A,Pubs And Bars,32 E Chester St Champaign IL 61820,1,0,"average",3.5,
drqCrnSqtGffJ1z60aWkxg,Pubs And Bars,660 West Warner Road Tempe AZ 85284,1,0,"average",3.0,
vkQDObdBffLtHxJ_s8rgOQ,Pubs And Bars,1744 S Val Vista Dr Ste 101 Mesa AZ 85204,1,0,null,3.0,
6JaonzYu24vAR8xe3bKe6w,Pubs And Bars,5325 S Fort Apache Rd Spring Valley Las Vegas NV 89148,0,0,null,3.5,
y-kH7jF1mG5GXmejbHJ_Ag,Pubs And Bars,2875 S Nellis Blvd Sunrise Las Vegas NV 89121,0,0,null,3.5,
iPIbM34qhj3Slz1HiWVYVg,Pubs And Bars,8410 W Cheyenne Ave Northwest Las Vegas NV 89129,1,0,"average",3.5,
lzl3cfgVEGMtezF8oRqXDA,Pubs And Bars,8168 Las Vegas Blvd S Southeast Las Vegas NV 89123,1,0,"average",4.0,
dfb_VmNKMJ8QjVi48y5vcQ,Pubs And Bars,1383 E Silverado Ranch Blvd Southeast Las Vegas NV 89123,1,0,"quiet",3.0,
yfzr4CJpDnbMYq91ADc9dQ,Pubs And Bars,6235 S Decatur Blvd Las Vegas NV 89118,1,0,"average",3.5,
xK8WQgALQcP673X3VGvqOA,Pubs And Bars,Lake Las Vegas Resort 40 Via Bel Canto Henderson NV 89011,1,0,"average",3.5,
05tazaFQt1EnQ_Gk_1AFyg,Pubs And Bars,New York New York Hotel and Casino 3790 Las Vegas Blvd S The Strip Las Vegas NV 89109,1,0,"loud",4.0,
P8-k3G0pCBmOcfNaA63oLg,Pubs And Bars,310 E Warm Springs Rd Southeast Las Vegas NV 89119,0,0,null,4.0,
upEYCgGGZOuTvwzqnKZK5g,Pubs And Bars,425 Fremont St Downtown Las Vegas NV 89101,1,0,"average",3.0,
ywnY2EoUlboGgmXTuczbYQ,Pubs And Bars,4424 W Spring Mountain Rd Chinatown Las Vegas NV 89102,1,0,"loud",3.5,
wrkErbl0Pi4mszqdqQ8_8g,Pubs And Bars,10767 N 116th St Scottsdale AZ 85250,1,0,"very_loud",3.5,
wv2AUfRGki23WqQ5nul6Pw,Pubs And Bars,199 E Warm Springs Rd Southeast Las Vegas NV 89119,1,0,"average",3.5,
zENkQ3CGMkANafH0jwIn_A,Pubs And Bars,1825 E Baseline Rd # 1 Tempe AZ 85283,1,0,"average",4.0,
Zt5l6Ka68O1Hukw4Eoa4Tw,Pubs And Bars,2000 South Blvd Ste 150 South End Charlotte NC 28203,1,0,"average",3.5,
6TuM3UyFP9O9uzTP0dVZMw,Pubs And Bars,7704 E. Doubletree Ranch Rd Scottsdale AZ 85258,1,0,"average",4.0,
JyJDtNQYszK_MmEmzhkoDw,Pubs And Bars,10075 S Eastern Ave Anthem Henderson NV 89052,1,0,"average",3.0,
LczmFOyHd7US9DlxC4FUWg,Pubs And Bars,674 S Whitney Way Madison WI 53711,1,0,null,3.0,
57YV3wsiNBp-aK25qjUeww,Pubs And Bars,1989 W Elliot Rd Chandler AZ 85224,1,0,"average",4.0,
bwaj94niH8eOG5p31IKB6Q,Pubs And Bars,1341 W Warm Springs Rd Henderson NV 89014,1,0,"average",3.0,
-EctXOb3B7T177jGYUhjVA,Pubs And Bars,530 W Broadway Tempe AZ 85282,1,0,"average",4.0,
P66sz7bv4Kf0hpv99EJRkg,Pubs And Bars,1611 Aspen Commons Middleton WI 53562,1,0,"average",3.0,
JeXAH4ViHZpZi7RMC-NQjw,Pubs And Bars,1421 Regent St Vilas Madison WI 53711,1,1,"average",3.0,
6FFLrPh0z_U6JpIUANuaYw,Pubs And Bars,3265 Saint Rose Pkwy Southeast Henderson NV 89052,1,0,"average",3.5,
Gq092IH6eZqhAXwtXcwc6A,Pubs And Bars,8 S San Marcos Pl Chandler AZ 85225,1,0,"loud",4.0,
M8h8cZ4YYFVH8yNHZuKIVg,Pubs And Bars,20469 N Hayden Rd Scottsdale AZ 85255,1,1,"average",3.5,
